	cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12	cell13	cell14	cell15	cell16	cell17	cell18	cell19	cell20	cell21	cell22	cell23	cell24	cell25	cell26	cell27	cell28	cell29	cell30	cell31	cell32	cell33	cell34	cell35	cell36	cell37	cell38	cell39	cell40	cell41	cell42	cell43	cell44	cell45	cell46	cell47	cell48	cell49	cell50	cell51	cell52	cell53	cell54	cell55	cell56	cell57	cell58	cell59	cell60	cell61	cell62	cell63	cell64	cell65	cell66	cell67	cell68	cell69	cell70	cell71	cell72	cell73	cell74	cell75	cell76	cell77	cell78	cell79	cell80	cell81	cell82	cell83	cell84	cell85	cell86	cell87	cell88	cell89	cell90	cell91	cell92	cell93	cell94	cell95	cell96
gene496	2.41	5.11	18.1	76.98	78.23	11.88	29.26	51.09	25.6	7.13	17.94	8.06	104.68	23.05	12.45	29.13	84.3	36.07	16.13	14.75	22.55	61.8	46.32	63.83	7.72	81.25	8.2	109.56	26.42	44.33	219.68	9.06	32.89	2.86	6.24	5.98	19.76	33.66	130.02	5.02	8.03	30.61	10.99	12.01	10.41	0	44.5	1.38	54.17	63.44	73.8	16.01	11.95	19.26	43.89	173.22	21.44	24.41	94.24	9.1	24.41	16.27	67.77	69.24	13.19	13.42	4.2	97.96	130.85	8.64	37.72	4.62	2.33	15.31	4.36	0	25.13	58.41	115.43	35.35	90.26	82.57	92.85	2.3	111.09	19.05	20.65	10.38	15.87	21.51	8.04	1.83	31.39	47.45	38.71	14.12
gene497	24.15	6.42	0	168.53	81.62	0	147.76	61.14	92.83	11.89	13.69	54.32	1.42	14.05	55.91	163.01	35.05	62.42	58.33	162.91	27.54	375.07	31.17	5.26	1.87	12.33	80.34	32.76	24.19	269.51	0	93.6	550.23	119.05	20.71	105.52	174.71	797.93	57.29	124.31	493.12	403.48	321.19	60.79	196.62	2.58	239.29	0	3.45	144.3	197.34	178.42	0	23	80.07	0	25.55	12.09	43.88	31.69	319.05	1.58	221.5	100.18	77.79	185.98	135.62	16.96	281.1	7.75	493.89	0	0	25.95	102.31	119.89	23.36	74.81	43.11	87.48	5.42	651.99	61.09	0.72	27.19	0	116.33	514.99	31.37	67.93	3.16	5.43	185.7	119.72	116.21	42.65
gene498	21.73	68.08	1.76	140.44	249.97	0	113.24	82.41	43.9	0	184.59	4.4	204.39	161.51	10.17	133.49	193.37	115.66	367.13	123.61	941.54	263.94	117.99	262.9	166.45	52.85	397.73	505.41	67.2	39.17	224.17	481.34	416.78	221.36	0	111.39	157.78	1.49	143.23	75.15	1.14	196.64	1.53	280.16	242.89	12.91	60.47	325.59	108.5	268.25	116.61	427.3	339.58	101.58	598.56	254.8	199.74	18.14	1248.48	5.59	406.82	371.41	414.7	122.79	337.07	188.12	313.34	209.91	0	0	4.06	0.66	7.98	11988.52	1069.31	497.09	290.58	93.83	215.54	320.23	326.8	190.61	186.16	207.31	801.08	0	229.36	0	368.6	236.04	3.16	5.97	1671.76	53.88	174.32	0
gene499	248.66	0	350.74	114.51	349.37	86.84	172.72	13.29	354.95	180.75	239.31	23.49	220	129.42	108.01	88.97	166.78	1.84	1.72	38.45	65.08	25.8	111.41	247.16	0	31.71	10.54	3.64	57.79	61.11	0	150.86	8.21	1.86	87.61	3.91	0	9.94	54.11	282.97	117.3	3.62	0.76	4.4	0	117.07	107.98	0	3.45	1.85	16.15	6.69	66.09	109.25	191.07	93.06	0	110.33	30.3	96	18.87	93.17	82.22	156.74	46.67	17.1	2.95	2.12	0	225.35	0	5.96	43.33	0	74.77	27.78	68.63	55.16	9.95	160.14	148.05	93.14	0.58	7.2	368.37	0	6.01	490.92	94.11	2.09	1.58	121.64	0.41	239.44	7.26	420.15
gene500	19.08	202.9	61.35	26.14	16.86	24.85	83.56	84.27	182.79	0	523.82	420.42	15.78	5.18	43.68	3.66	26.47	9.78	220.7	16.81	21.75	35.28	18.74	73.9	60.39	30.04	24.54	85.88	3.09	13.87	6.69	7.22	12.57	3.7	6.39	9.18	4.76	31.03	92.07	6.09	9.73	34.8	4.27	8.04	241.53	12.8	39.83	33.19	25.2	5.61	46.02	189.42	20.61	0.25	27.41	1.77	309.09	278.97	3.26	3.62	1.87	71.7	241.67	273.79	7.48	31.87	178.64	77.18	251.79	87.6	11.5	17.4	10.41	18.42	24.64	73.1	61.46	11.3	16.2	315.71	2.37	41.09	7.65	16.15	15.69	0	349.37	143.48	21.67	10.14	11.19	3.61	2.02	23.59	28.18	15.5
gene501	1139.65	2015.51	1180.9	711.63	1407.99	1468.27	335.09	449.26	1805.12	1743.71	596.96	582.9	1195.12	470.51	1638.81	230.66	1731.87	783.89	451.41	442.23	367.82	208.45	881.74	91.98	611.31	362.93	966.65	261.98	77.95	151.99	1030.95	741.89	262.8	510.01	144.95	1111.95	503.36	357.17	778.23	1446.33	273.32	279.92	1149.91	247.09	983.27	779.43	469.96	1918.09	348.04	210.9	362.38	488.43	86.09	120.75	348.69	901.76	450.61	373.31	200.57	198.53	413.39	497.45	330.87	224.57	980.09	318.52	530.69	248.08	1479.8	42.2	758.23	438.71	175.58	25.95	441.29	435.7	459.96	302.36	880.19	456.69	519.99	840.44	292.08	158.49	258.81	1477.72	495.89	1202.66	567.19	173.37	123.15	55.87	687.58	714.74	1067.7	362.56
gene502	280.78	253.07	204.67	268.96	58.67	146.77	271.77	396.09	403.91	280.64	208.12	61.66	194.46	173.56	257.96	316.34	114.81	174.4	226.45	85.15	70.09	69.46	335.05	231.26	160.84	82.8	34.24	151.67	200.24	68.94	323.82	135.58	75.96	93.01	135.4	56.67	95.67	510.37	155.97	659.64	207.27	183.62	152.59	163.87	155.47	183.36	456.97	428.92	212	296	120.2	115.98	272.15	128.41	206.67	137.37	385.55	128.03	147.3	4.66	44.6	186.35	233.24	121.62	145.2	17.1	86.48	61.49	183.77	247.55	225.58	310.01	159.62	12.97	60.95	195.91	183.98	55.79	159.17	139.38	211.24	73.65	319.39	426.09	83.67	1788.82	252.54	317.39	177.76	212.36	3.16	0	417.22	325.57	348.64	507.59
gene503	536.1	684.5	40.54	453.74	368.68	418.31	572.55	438.63	218.27	1331.69	95.84	455.12	178.84	646.74	175.4	723.29	317.85	244.16	264.19	178.54	412.28	573.52	717.33	170.82	392.74	931.95	347.69	702.53	463.45	266.36	1015.02	247.31	459.9	721.76	250.09	893.04	465.88	291.83	337.39	847.37	716.72	771.77	710.28	786.18	1197.5	482.07	1677.53	2035	558.44	745.56	154.28	791.75	516.04	1079.05	407.49	522.89	376.26	477.59	2029.49	725.13	447.68	104.23	288.62	338.14	902.27	521.6	28.5	922.91	29.98	630.33	650.33	932.02	543.85	25.95	968.27	546.79	440.98	313.81	1464.41	354.25	686.09	93.14	623.07	859.05	60.66	9741.3	375.8	187.56	308.47	1601.02	162.62	0	0	185.55	457.58	8.21
gene504	836.34	808.24	386	639.55	1507.44	867.1	176.78	284.44	323.64	508.95	629.83	320.06	70.97	200.4	1082.28	503.07	1201.17	631.58	203.98	1076.68	480.97	343.32	1051.99	465.15	1121.96	491.5	920.6	678.34	1145.87	626.07	1.74	1223.04	375.74	690.14	632.62	500.26	869.37	275.43	793.94	1383.75	397.63	893.94	380.68	674.8	1029.05	2094.59	799.05	2089.78	396.42	1028.75	873.45	905.5	770.59	1311.53	660.95	356.72	982.46	226.69	631.99	1376.81	872.78	295.23	1090.7	318.32	174.58	1315.42	1264.28	500.39	191.55	382.58	1234.21	1055	1757.14	12.97	1268.12	454.66	216.11	1246.58	797.51	585.69	555.03	441.88	1097.17	2959.33	397.42	0	1041.7	843.55	518.39	338.39	1911.33	181.41	1919.92	694.39	951.48	593.39
gene505	137.7	282.61	47.57	337.08	234.66	125.98	81.77	108.99	0	604.08	0	120.39	140.52	3.01	214.75	341.05	0	187.25	250.69	68.67	57.57	65.49	126.89	320.61	20.57	273.07	73.75	243.88	309.1	122.22	0	0	28.74	29.76	70.09	1.95	8.32	9.95	57.29	190.19	176.52	109.93	3.81	108.36	10.95	24.1	0	0	365.4	225.7	52.03	64.68	93.87	243.41	1.95	59.82	680.52	77.09	0	105.57	286.45	72.64	251.7	19.39	122.73	0	0	0	0	30.14	56.9	21.86	0	0	0.81	4.39	2.92	22.19	48.08	40.03	0	571.84	0	11.52	127.59	0	60.13	237.9	52.28	247.87	0	0	208.05	0	0	0
gene506	76.62	46.68	4.56	23.55	176.99	3.56	9.08	55.19	5.17	9.75	8.65	19.44	73.81	74.27	14.93	9.77	43.53	4.74	118.6	211.15	5.41	70.49	8.93	121.91	183.73	112.38	204.06	14.39	4.95	23.17	9.12	30.59	29.13	3.07	17.95	5.12	317.61	0.53	61.83	6.92	65.64	26.99	8.03	2.87	55.16	36.35	31.22	5.79	170.41	8.44	28.74	8.19	32.67	6.82	9.05	78.48	181.35	18.7	157.72	169.69	13.5	50.5	13.88	74.09	8.14	16.78	3.84	6.55	492.55	6.81	19.21	1.65	5.38	53.06	228.91	23.49	75.77	2.83	5.6	90.76	138.81	3.01	3.06	31.14	437.12	39.28	86.37	7.33	166.13	2.52	5.35	40.44	3.64	76.46	100.31	23.31
gene507	2197.53	2901.87	2908.62	3132.95	2316.01	2942.79	2918.05	2738.08	4337.81	4647.16	2658.82	2183.01	2185.85	2993.6	3245.44	2523.98	4779.67	2975.86	2590.46	2505.07	2737.36	3127.1	1701.94	2312.62	3736.11	4261.62	3569.07	2420.61	3095.15	3787.77	6173.78	4091.42	2918.66	3730.6	4033.23	3554.59	3150.95	8054.32	2838.95	6516.71	5732.41	2048.74	3186.32	4491.54	3348.19	5923.03	4624.58	3860.25	3212.81	2114.58	3353.7	3095.6	2866.36	3863.88	3757.08	3921.67	3619.28	3831.74	4576.61	3208.99	4145.43	2535.71	3433.57	2706.51	4603.15	4769.37	3180.19	2807.85	4670.1	4905.97	4665.3	4734.94	4264.02	272.19	3716.65	2945.49	2991.28	2999.56	3595.73	3399.37	3376.31	4104.72	4043.28	3348.64	3848.41	233.32	2932.75	5358.54	3536.94	6461.54	4027.5	5380.42	6162.34	3495.86	3290.25	4107.65
gene508	0	147.73	236.18	583.38	71.42	0	153.03	2.66	1.25	0	62.98	124.79	19.87	11.04	158.84	88.97	72.51	7.34	195.57	151.07	32.54	203.17	63.45	86.72	0	489.81	11.85	29.12	2.69	34.05	6.96	37.2	92.39	0	0	0	20.8	109.87	197.26	0	0	239.19	230.4	0.88	0.47	21.52	152.04	0	435.46	9.25	270.89	15.61	20.55	0	9.75	0	0	149.6	2.09	66.18	3.43	0	8.39	6.46	124.46	4.28	121.86	116.62	30.36	24.11	0	1.32	4.56	0	99.15	26.32	32.12	118.55	4.97	86	126.39	86.64	264.18	27.35	0	524.98	0	225.07	47.05	74.5	0	16.32	10.16	169.61	7.41	6.4
gene509	15.65	37.42	7.97	55.98	113.84	434.84	96.49	93.12	219.13	164.86	78.65	32.15	5.42	154.87	240.17	12.92	68.77	163.2	39.37	33.81	24.81	85.77	91.04	70.82	336.22	17.14	37.34	47.42	89.17	22.03	99.3	33.73	66.23	3.55	9.06	103.65	0	23.84	95.9	3.42	120.72	185.75	79.52	62.4	26.65	4.22	5.86	107.37	5.71	98	164.92	201.75	69.01	269.74	172.65	244.36	16.89	135.22	8.58	76.31	143.96	196.86	73.73	34.98	161.4	232.6	113.84	240.1	139.3	36.94	39.55	0.74	4.07	0	120.87	103.91	226.01	130.79	12.32	65.86	233.67	29.31	88.79	24.16	2.7	15.94	313.43	5.78	126.71	25.12	24.46	277.98	10.16	144.74	29.63	15.7
gene510	0	20.55	204.82	32.41	201.58	30.58	79.15	13.29	381.41	68.97	125.97	46.98	224.26	70.23	405.37	103.8	130.52	14.69	87.49	21.97	17.27	49.61	159.15	202.35	59.85	31.71	36.88	161.37	32.25	180.2	926.19	260.66	0	18.6	0	627.28	474.2	22.37	70.03	18.56	86.55	24.16	103.76	12.33	0.93	457.1	11.23	50.09	13.79	75.85	73.55	104.82	11.66	5.75	150.13	194.98	357.73	491.19	814.83	63.38	162.95	7.9	31.88	235.91	299.04	404.03	58.97	23.32	1175.8	360.83	573.11	1779.92	2.28	12.97	364.07	208.13	33.58	145.18	19.9	123.07	40.7	82.31	2.33	2.16	35.56	58.33	12.03	0.56	5.23	140.65	3.16	1276.74	293.01	89.79	72.63	4.27
gene511	482.97	504.85	135.72	350.05	441.3	616.43	453.82	202.03	351.24	875.37	10.95	290.69	150.45	163.53	24.14	173	506.66	380.01	180.13	65.92	290.37	182.57	339.36	467.2	290.66	119.8	368.97	309.62	588.63	56.41	181.06	183.93	301.36	305.07	191.15	556.36	68.63	180.96	623.86	161.36	192.46	271.81	469.2	203.51	334.87	540.61	29.37	309.95	406.77	61.05	175.81	160.58	359.91	504.08	124.78	50.96	489.95	123.93	44.92	68.04	376.49	486.4	660.44	85.64	202.24	4.28	502.32	523.72	298.04	61.14	170.71	244.43	534.81	25.95	209.43	54.09	265.75	134.4	155.94	7.41	857.62	116.97	56.18	310.16	23.01	0	169.89	417.59	86.27	496.44	12.63	170.02	356.55	263.39	246.95	0
gene512	169.02	64.23	188.59	114.51	86.72	467.23	155.67	292.42	45.16	0	0	164.43	14.19	21.07	217.3	283.4	195.78	66.09	231.6	123.61	152.7	9.92	96.84	28.91	44.88	61.66	0	117.69	130.52	181.92	134.05	34.37	67.75	0	476.92	0	119.36	68.11	81.17	5.57	28.47	101.47	11.44	68.72	88.29	12.05	79.47	17.22	41.37	0	89.7	42.38	62.21	82.41	58.49	135.71	46.45	113.25	53.28	31.69	63.47	36.32	5.03	92.1	0	8.55	45.21	0	3.5	80.95	87.49	1.99	2.28	0	211.29	102.34	26.28	43.82	0	35.59	86.65	6.5	82.1	2.16	94.13	0	121.76	1.12	54.9	121.15	0	0	10.16	75.82	0	138.63
gene513	287.37	15.42	142.77	172.87	380.03	183.58	50.13	85.07	104.12	218.8	136.92	16.15	103.61	48.15	272.46	73.42	122.07	5.51	37.74	0	89.27	332.28	2.23	281.19	1.87	465.09	164.63	148.21	331.51	156.41	13.93	48.7	273.06	68.83	57.38	48.85	519.91	223.7	25.46	171.44	516.11	128.9	278.58	83.29	92.47	529.4	0.86	0	224.07	125.8	62.79	178.42	0.56	107.33	208.62	170.6	72	178.34	1.04	245.13	8.58	94.75	127.53	59.79	58.77	194.53	5.9	61.49	0.39	368.53	223.53	105.99	25.08	4917.05	1.63	119.89	274.52	0	21.55	174.94	68.61	138.63	2.91	74.15	71.12	19.44	22.55	19.6	130.71	58.49	290.5	86.36	37.79	15.96	0	85.31
gene514	386.64	228.63	363.08	304.65	284.99	336.36	577.83	170.13	250.88	451.75	219.07	527.06	259.75	290.94	533.71	158.17	181.28	405.72	130.42	74.16	295.38	297.71	327.1	488.8	665.79	165.6	360.9	253.3	224.43	650.28	792.14	585.88	232	260.43	208.67	244.27	314.05	128.76	230.76	435.12	460.18	475.06	30.52	75.77	259.21	493.26	22.46	53.22	348.16	22.2	407.2	191.81	357.13	467.02	175.47	387.74	146.32	345.23	27.16	511.7	243.57	331.63	402.89	210.06	212.61	470.3	975.88	207.79	27.19	235.09	1323.02	310.01	394.42	0	597.28	656.44	855.67	465.36	1253.46	502.7	709.75	492.41	296.53	654.34	389.06	0	296.13	217.19	381.67	129.47	145.25	1271.18	716.41	261.39	188.84	477.73
gene515	7.24	50.1	114.58	101.55	94.38	0	7.92	63.8	18.82	211.67	76.67	0	55.36	54.17	0	1.65	136.84	1.84	22.3	90.64	32.54	55.57	48.98	23.65	157.1	0	47.41	0	60.48	131.62	0	63.97	69.81	14.88	62.12	152.42	239.18	0	14.32	14.84	25.05	55.57	35.86	35.24	27.56	231.57	152.1	7.83	153.4	75.85	136.34	13.38	61.1	65.16	58.49	110.78	2.32	57.43	73.13	25.17	36.02	23.69	10.07	4.85	3.46	4.28	0	72.09	93.44	127.45	0	0	74.11	207.58	1.63	33.61	14.6	95.09	6.63	35.59	3.61	114.8	26.52	0	35.56	0	0	1.68	36.6	0	110.52	131.44	70.71	159.63	225.16	0
gene516	351.1	240.41	23.76	50.65	30.33	15.74	28.94	177.23	157.84	1372.86	76.92	125.63	22.81	198.53	109.77	46.05	14.28	61.28	47.16	52.93	105.46	92.48	113.85	79.55	4.08	30.92	208.8	72.52	224.27	118.93	16.52	41.73	46.01	852.05	294.8	60.03	79.82	276	37.97	448.94	33.38	97.11	28.65	33.5	365.11	525.44	10.15	16.37	245.54	39.22	53.57	42.53	280.92	51.84	114.51	398.48	371.96	32.65	533.95	19.55	99.76	368.54	16.86	33.56	29.75	31.25	513.63	79.77	5.18	37.79	25.46	5.09	243.26	0	259.71	63.77	7.78	8.62	32.55	129.58	49.24	25.82	7.57	33.58	0	14.78	84.22	51.02	182.34	69.46	97.7	20.82	64.96	211.39	12.78	253.11
gene517	1173.77	2815.19	1295.98	1270.46	1003.42	533.31	306.86	568.12	1607.95	2207.28	293.22	635.55	226.18	1474.46	958.4	612.55	1043.61	1138.77	220.14	966.04	370.2	660.12	187.57	872.36	1962.03	1488.42	783.22	895.37	1148.27	454.94	948.84	1539.98	944.88	882.52	6.8	759.64	1213.93	1314.98	1723.67	1116.58	2223.29	737.43	2351.21	1055.97	1479.48	1029.28	1600.86	2196.66	937.7	477.18	1523.48	1005.57	1410.11	1200.73	667.99	973.42	1034.35	1011.65	2565.82	653.11	1463.06	2022.02	1304.88	778.43	1805.29	780.6	371.43	710.03	1086.05	1788.56	1001.02	2348.81	2404.67	153.22	513.66	750.67	876.14	1241.08	1293.92	216.11	2978.46	1406.37	918.44	1241.17	887.03	97.22	1700.95	1690.54	589.99	186.27	2815.35	4214.67	314.75	212.87	1728.65	366.51
gene518	144.89	182.41	0	47.53	35.71	0	0	0	146.77	420.96	503.86	13.21	0	0	43.21	14.83	363.64	104.64	10.29	13.73	2.5	0	181.44	7.88	0	105.7	143.55	1.21	159.92	128.49	0	9.55	69.81	3.72	0	33.22	0	0	101.85	332.13	0	37.45	0	34.36	0.93	0	285.07	0	18.96	33.3	0	100.36	2.22	0	42.84	199.41	32.52	104.28	10.45	0	48.65	53.69	10.07	132.5	76.06	0	204.41	0	0	93	0	0.66	87.79	12.97	2.44	133.04	130.22	198.44	207.25	232.79	5.42	0	31.42	0	0	0	174.37	105.36	196.06	0.7	0	139.55	0.41	5.99	21.79	0
gene519	205.26	362.26	243.23	140.59	211.71	497.88	124.01	201.58	449.71	318.69	169.78	229.03	244.23	189.61	157.66	251.83	176.46	234.98	173.03	153.82	130.17	128.99	363.99	91.98	102.86	209.31	130.38	149.24	329.26	219.35	396.94	331.35	197.08	161.84	177.77	134.84	278.7	414.14	268.96	370.18	282.43	128.05	107.57	233.36	344.21	173.03	329.99	391.35	179.25	192.4	127.79	156.12	327.27	107.33	116.98	314.62	206.71	269.02	174.46	118.37	197	156.34	162.77	255.3	231.63	132.54	446.17	125.1	316.52	492.79	150.39	235.83	114.01	25.95	242.99	172.52	189.93	361.99	200.62	167.79	170.33	145.13	173.38	372.55	271.92	19.44	145.81	353.21	167.31	151.79	7.89	395.94	362.88	275.36	138	347.64
gene520	1456.09	1831.9	1788.67	1624.98	1651.58	2200.58	931.39	1172.33	2090.43	2059.78	2058.35	1239.35	1242.89	1096.03	1631.25	1627.73	1233.44	1360.54	1321.47	1358.97	1482.66	836.8	1644.16	502.44	1344.78	1389.07	990.71	923.67	1366.86	2521.23	1995.36	1946.36	1538.31	1188.67	1786.99	1482.69	1214.24	1939.11	1694.58	1549.47	2666.39	977.91	2058.51	2025.94	1883.29	1847.92	937.18	2102.25	1399.72	1345.71	1639.3	1624.1	875.69	761.02	1237.4	1209.87	1855.5	1553.32	2859.58	1344.17	1522.99	1294.38	1501.96	1787.77	2097.05	1438.55	2468.34	1379.99	1199.17	1806.62	1741.67	1810.35	906.4	324.34	1279.7	1688.85	913.29	1841.96	1170.99	1015.32	1742.36	1177.31	980.75	2020.1	2016.25	2216.58	1611.3	1253.56	1801.72	1882.72	1073.33	2672.59	1471.98	1828.18	1532.54	1825.68
gene521	77.64	370.78	144.23	261.03	41.17	21.49	100.61	14.73	145.61	439.15	215.35	42.84	17.6	82.88	153.16	181.79	18.44	92.86	49.12	188.07	329.1	395.71	225.24	356.49	70.95	26.13	226.25	192.23	21.14	510.96	468.91	165.64	255.06	385.04	412.75	410.04	509.97	0.7	69.95	5.16	98.15	334.21	192.11	316.27	766	538.7	8.73	1299.3	101.76	309.49	348.61	30.22	169.98	62.33	213.12	279.86	244.69	350.91	669.29	53.17	204.51	267.45	210.05	90.11	19.48	106.74	116.26	404.7	159.97	10.52	8.9	22.35	270.49	90.82	77.21	222.28	156.01	221.92	4.76	142.72	73.77	26.49	615.94	311.07	233.81	19.64	104.53	118.9	531.2	157.97	764.64	1.96	171.67	135.92	144.61	79.44
gene522	96.59	100.19	42.3	209.58	0	1.22	13.19	26.58	80.28	0	41.08	157.33	19.26	1	39.34	69.21	201.83	9.18	331.43	87.9	5.01	29.77	72.79	10.51	5.61	184.98	17.12	2.43	0	141.02	0	38.12	383.93	0	49.38	402.55	76.95	0	4.77	207.82	625.23	3.62	0.76	32.6	0	30.95	0	111.14	115.48	83.25	5.38	167.27	26.1	182.08	0	17.73	220.65	19.65	175.5	0.93	0	1.58	5.03	0	179.77	23.51	129.72	447.34	0	24.11	154.45	0	579.19	0	0.81	24.85	48.26	158.49	0	44.44	0	0	52.93	6.48	692.39	0	30.06	85.64	28.76	20.89	449.96	347.07	0.81	77.82	0	10.66
gene523	1608.3	2312.24	2085.08	875.06	499.94	1874.31	825.85	1105.88	950.85	1736.12	758.53	1397.67	441.12	1877.83	1702.58	1395.6	818.18	756.36	1149.28	799.31	1290.79	1162.91	957.29	996.01	1857.65	1819.85	646.65	1079.87	1164.79	1728.31	2985.43	909.81	1272.93	1471.44	1978.39	1522.28	1162.62	3546.57	1806.33	1206.04	2824.91	1214.07	1045.97	1636.9	1836.88	2005.1	1667.21	904.79	1676.69	1620.63	1754.51	1630.3	1704.54	1949.18	216.42	1847.84	2215.74	1478.16	2383.91	1732.71	1099.33	1765.07	2196.48	1427.36	1744.19	1301.91	1820.9	1607.16	630.33	886.12	1073.05	2138.27	401.33	0	1160.04	1164.29	1997.6	1368.26	2338.03	1196.59	1110.39	1158.85	1741.04	1406.53	3455.48	58.33	1414.5	2125.7	786.86	1641.78	235.24	2260.27	2472.74	586.64	2048.23	1623.01
gene524	2.41	235.08	116.33	168.53	30.61	96.63	0	0	75.26	0	62.98	13.21	246.97	0	604.71	26.36	7.25	321.27	3.43	167.55	82.61	11.91	92.39	328.5	375.91	21.14	1.32	151.7	12.1	45.44	3.48	376.08	10.27	22.32	20.71	0	314.05	5.97	20.69	1016.83	3.42	460.87	374.83	673	263.41	1.72	387.83	0	110.31	227.55	91.49	15.61	235.09	258.74	68.24	429.83	72	194.97	0	9.32	66.9	115.39	58.73	0	250.64	138.95	5.9	2.12	7.79	16.04	109.74	0	82.09	0	0	336.26	16.06	284.73	94.51	50.41	155.26	2.17	0	2.16	0	0	345.74	38.62	407.81	0	55.27	24.44	65.83	137.54	326.85	375.36
gene525	221.64	430.34	333.12	110.19	344.35	260.52	263.85	276.47	163.07	166.48	701.02	221.69	42.58	196.63	211.12	207.6	268.3	179.91	18.87	173.05	117.65	198.45	129	294.33	392.74	260.73	92.2	265.72	310.9	285.18	283.78	165.18	86.23	163.7	375.93	113.34	214.22	499.63	415.34	375.95	149.19	256.1	124.36	333.9	333.47	403.73	30.23	338.14	315.42	140.6	174.02	176.19	206.06	26.83	165.73	294.68	469.17	273.56	81.48	172.43	192.11	74.22	223.17	176.13	82.97	269.35	341.02	301.08	177.53	249.73	105.68	44.38	421.85	0	127.59	163.75	200.05	164.83	394.61	272.83	157.08	424.55	79.12	66.69	64.84	0	243.52	367.77	237.89	178.24	36.31	229.67	17.07	93.78	276	241
gene526	11.78	22.45	14.17	28.97	24.28	11.23	0.32	32.8	10.35	13.41	23.03	18.54	13.87	5.79	11.56	24.83	10.6	9.51	28.43	38.95	15.02	27.27	10.07	62.26	4.26	108.5	16.38	25.29	23.32	13.1	6.08	16.22	7.88	503.52	7.52	5.86	0	4.7	28.85	10.1	12.6	13.8	13	9.53	6.21	4.35	5.45	6.39	12.31	4.87	22.41	34.88	8.25	180.16	9.69	8.55	9.62	14.1	24.22	0	17.7	32.12	21.73	39.67	10.72	21.87	4.05	13.63	4.91	16.76	10.89	6.94	7.95	0	8.05	16.62	14.43	3.77	12.77	17.11	23.9	17.07	130.55	15.62	8.01	57.75	41.85	5.05	38.56	19.91	36.47	6.25	6.23	33.32	16.12	24.8
gene527	734.65	278.75	484.68	175.36	428.52	269.09	530.34	119.63	355	128.43	560.82	187.92	271.1	627.23	243.98	410.17	848.91	510.36	132.1	519.14	342.94	448.47	311.67	94.61	432.01	789.35	443.83	357.6	1111.56	250.71	398.68	699.88	262.8	76.27	1752.07	152.42	578.17	630.89	221.22	535.3	618.39	416.41	8.39	550.56	399.76	692.19	120.94	889.14	232.68	394.06	483.53	403.68	148.3	191.66	791.58	696.75	361.44	760.22	241.94	769.77	819.89	475.09	297.01	932.51	242	400.67	877.63	197.19	393.37	197.2	156.51	520.32	236.35	12.97	331.57	175.44	129.97	479.53	265.28	217.71	348.46	153.79	812.78	33.09	117.13	0	1083.6	351.53	308.47	68.23	11.05	159.14	26.82	217.02	65.37	27.73
gene528	280.12	461.08	650.38	674.12	346.9	398.74	802.1	268.49	355	1113.11	408.02	757.53	447.1	463.49	546.43	482.56	702.16	756.14	60.04	332.36	545.7	357.82	273.82	588.67	821.01	537.32	327.93	258.44	278.19	558.37	489.21	928.94	324.39	312.42	761.46	549.11	353.4	594.6	327.84	618.4	572.84	637.84	1461.03	960.08	837.4	439.91	659.97	701.29	551.55	482.86	701.45	488.46	378.79	655.44	428.94	591.57	608.52	672.57	1002.82	539.66	476.85	720.51	63.76	811.15	528.94	376.24	1034.85	220.51	1534.38	1021.32	548.66	452.43	1628.99	0	741.96	811.52	515.69	646.82	310.05	768.96	821.51	296.75	513.12	907	960.09	0	950.86	604.43	677.06	1490.71	1424.07	1365.26	1001.26	448.96	276	533.18
gene529	120.74	264.63	132.12	544.48	168.35	410.98	282.32	42.53	600.8	54.7	309.38	129.2	246.97	128.41	54.64	329.52	13.29	389.19	138.99	57.68	167.72	269.69	234.9	162.93	201.98	294.49	226.52	348.23	154.55	53.28	20.89	141.31	689.84	57.67	15.93	175.87	409.73	51.21	38.2	602.12	191.33	148.59	218.24	1.76	795.84	134.39	203	610.56	72.39	320.06	335.17	278.79	294.36	394.82	290.51	212.7	391.4	93.7	240.27	545.21	336.2	294.85	93.97	428.19	252.37	401.16	288.93	178.11	1.17	12.92	225.58	0	102.65	6681.48	9.75	38.01	474.56	188.86	167.46	244.66	626.51	389.89	14.54	108.7	407.88	641.64	55.39	461.81	436.56	357.94	3.16	2531.6	2.03	249.36	58.11	51.19
gene530	548.17	474.02	237.94	516.4	35.71	293.55	693.93	417.36	444.06	118.91	262.88	70.47	2.84	78.25	55.91	169.7	902.79	167.06	255.62	230.73	160.21	160.74	351.35	307.47	349.72	343.53	73.75	353.08	380.34	18.8	141.02	218.65	12.32	55.81	646.72	682.31	401.41	199.36	311.93	333.07	273.32	217.44	152.59	667.82	0.93	483.04	296.63	1435.43	182.7	571.66	161.35	379.15	304.92	630.54	152.08	824.22	483.1	210.08	233.37	184.71	90.91	41.06	171.74	100.18	203.97	89.78	4.91	120.86	527.94	345.32	2.03	0	33.06	0	254.36	169.59	87.61	22.82	923.53	60.79	122.77	688.81	574.2	258.42	244.73	0	180.38	1.68	167.31	30.64	771.43	1018.96	0.41	13.97	174.32	362.56
